figi;ticker;class_code;isin;lot;currency;klong;kshort;dlong;dshort;dlong_min;dshort_min;short_enabled_flag;name;exchange;ipo_date;issue_size;country_of_risk;country_of_risk_name;sector;issue_size_plan;nominal;trading_status;otc_flag;buy_available_flag;sell_available_flag;div_yield_flag;share_type;min_price_increment;api_trade_available_flag;uid;real_exchange
BBG000FQRVM3;WAT;SPBXM;US9418481035;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Waters;SPB;1995-11-16 00:00:00+00:00;69475245;US;Соединенные Штаты Америки;health_care;400000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;b1afb668-8dfc-4ff5-aa99-afa77e5a4b6e;2
BBG005PXTR70;MBUU;SPBXM;US56117J1007;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Malibu Boats Inc;SPB;1970-01-01 00:00:00+00:00;20525136;US;Соединенные Штаты Америки;consumer;100000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;f436b110-f81a-4e43-b591-d7134c003003;2
BBG000BJF1Z8;FDX;SPBXM;US31428X1063;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;FedEx;SPB;1978-04-12 00:00:00+00:00;265650056;US;Соединенные Штаты Америки;industrials;800000000;{'currency': 'usd', 'units': 0, 'nano': 100000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;970ba4a7-b33d-4c89-a838-0644e3a13a61;2
BBG000P1K2X6;GTLS;SPBXM;US16115Q3083;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Chart Industries Inc;SPB;2006-07-25 00:00:00+00:00;31204061;US;Соединенные Штаты Америки;green_energy;150000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;eb8a9ba5-f692-4d29-ae44-9097a8444c17;2
BBG009DFHWG6;RPD;SPBXM;US7534221046;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Rapid7 Inc;SPB;1999-07-08 00:00:00+00:00;48202433;US;Соединенные Штаты Америки;it;100000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;54e13cb6-11b1-453e-9346-28a92333c4c3;2
BBG00W0L8GW3;OSH;SPBXM;US67181A1079;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Oak Street Health;SPB;1970-01-01 00:00:00+00:00;15625000;US;Соединенные Штаты Америки;health_care;0;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;78f2d426-9667-4dab-8b0b-3e7180f0d493;2
BBG00M0X4584;VLDR;SPBXM;US92259F1012;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 613100000};{'units': 0, 'nano': 898900000};{'units': 0, 'nano': 378000000};{'units': 0, 'nano': 378000000};False;Velodyne Lidar;SPB;1970-01-01 00:00:00+00:00;172896920;US;Соединенные Штаты Америки;it;0;{'currency': 'usd', 'units': 0, 'nano': 100000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;f3405de8-89f1-4114-8d07-896df34f82b7;2
BBG000C4ZZ10;SIG;SPBXM;BMG812761002;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;Signet Jewelers;SPB;1970-01-01 00:00:00+00:00;78384481;US;Соединенные Штаты Америки;consumer;0;{'currency': 'usd', 'units': 0, 'nano': 180000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;f7c9922d-d34a-4b1b-972c-fc3ebfa3a9a9;2
BBG000G0Z878;HIG;SPBXM;US4165151048;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;Hartford Financial Services;SPB;1970-01-01 00:00:00+00:00;358074981;US;Соединенные Штаты Америки;financial;750000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;e808331f-ec46-489f-b5e4-2836ba3ed877;2
BBG00L9HLWV8;MSGE;SPBXM;US55826T1025;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Madison Square Garden Entertainment;SPB;1970-01-01 00:00:00+00:00;19459798;US;Соединенные Штаты Америки;telecom;0;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;524b4552-2909-4480-9091-8b603ce76532;2
BBG000RJL816;TTLK;TQBR;RU000A0HM5C1;1000;rub;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 276400000};{'units': 0, 'nano': 375700000};{'units': 0, 'nano': 149400000};{'units': 0, 'nano': 172900000};False;Таттелеком;MOEX;2006-01-12 00:00:00+00:00;20843976400;RU;Российская Федерация;telecom;15885140000;{'currency': 'rub', 'units': 0, 'nano': 100000000};5;False;True;True;True;1;{'units': 0, 'nano': 500000};True;76721c1c-52a9-4b45-987e-d075f651f1b1;1
BBG000BGKTF9;COF;SPBXM;US14040H1059;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};False;Capital One;SPB;1994-11-15 00:00:00+00:00;478425026;US;Соединенные Штаты Америки;financial;1000000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;6996bb7d-3a65-456d-96d7-d37e0b3a8b05;2
BBG000BJL3N0;FITB;SPBXM;US3167731005;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};False;Fifth Third Bancorp;SPB;1970-01-01 00:00:00+00:00;655615619;US;Соединенные Штаты Америки;financial;2000000000;{'currency': 'usd', 'units': 0, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;ee5b6129-78aa-4941-bf19-ed46821551e0;2
BBG000BQ4512;RIOT;SPBXM;US7672921050;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 940500000};{'units': 2, 'nano': 283300000};{'units': 0, 'nano': 756000000};{'units': 0, 'nano': 812000000};True;Riot Blockchain;SPB;1970-01-01 00:00:00+00:00;13417132;US;Соединенные Штаты Америки;it;0;{'currency': 'usd', 'units': 0, 'nano': 0};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;80245efd-0cdb-48cc-91e1-702b44e98505;2
BBG0014XR0N5;CHGG;SPBXM;US1630921096;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;Chegg Inc;SPB;2013-11-13 00:00:00+00:00;118548013;US;Соединенные Штаты Америки;consumer;400000000;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;d8c913dd-089f-4824-8db8-978e242f48de;2
BBG000BH3GZ2;YUM;SPBXM;US9884981013;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;Yum!;SPB;1948-09-15 00:00:00+00:00;445330577;US;Соединенные Штаты Америки;consumer;0;{'currency': 'usd', 'units': 0, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;8c74d943-b2bd-4553-898b-f103ce359f4d;2
BBG0028ZMP45;ESAB;SPBXM;US29605J1060;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;ESAB Corporation;SPB;1970-01-01 00:00:00+00:00;0;US;Соединенные Штаты Америки;industrials;0;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;33fdbd38-2fca-448e-aa9c-fb59ffee2cd6;2
BBG000BLZRJ2;MS;SPBXM;US6174464486;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;Morgan Stanley;SPB;1986-03-21 00:00:00+00:00;1824561070;US;Соединенные Штаты Америки;financial;0;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;1d9d6e81-a0d7-4830-9403-d8d331433529;2
BBG000F5VVB6;NDAQ;SPBXM;US6311031081;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;Nasdaq;SPB;1970-01-01 00:00:00+00:00;164236534;US;Соединенные Штаты Америки;financial;300000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;350b707e-1353-49c1-b0fa-06118d0fdf78;2
BBG0084BBZY6;SEDG;SPBXM;US83417M1045;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 747700000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 322000000};True;SolarEdge Technologies Inc;SPB;2015-03-26 00:00:00+00:00;42084298;IL;Государство Израиль;green_energy;125000000;{'currency': 'usd', 'units': 0, 'nano': 100000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;e47801fe-bb1b-4dc2-b27d-c3327e5cb7cd;2
BBG004731489;GMKN;TQBR;RU0007288411;1;rub;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 243900000};{'units': 0, 'nano': 309500000};{'units': 0, 'nano': 130500000};{'units': 0, 'nano': 144300000};True;Норильский никель;MOEX_WEEKEND;2006-12-12 00:00:00+00:00;153654624;RU;Российская Федерация;materials;190627747;{'currency': 'rub', 'units': 1, 'nano': 0};5;False;True;True;True;1;{'units': 2, 'nano': 0};True;509edd0c-129c-4ee2-934d-7f6246126da1;1
BBG000BNY197;MEI;SPBXM;US5915202007;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Methode Electronics Inc;SPB;1970-01-01 00:00:00+00:00;36986952;US;Соединенные Штаты Америки;it;100000000;{'currency': 'usd', 'units': 0, 'nano': 500000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;fcc4de4a-2188-494a-bdb5-e412fddbcfb8;2
BBG000P7S7L7;GEVO;SPBXM;US3743964062;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Gevo;SPB;1970-01-01 00:00:00+00:00;24194353;US;Соединенные Штаты Америки;energy;250000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;7207bed8-24a7-4d8d-8020-e9a81551a825;2
BBG000BS48J3;RGEN;SPBXM;US7599161095;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Repligen Corporation;SPB;1970-01-01 00:00:00+00:00;47225369;US;Соединенные Штаты Америки;health_care;80000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;88886812-cf07-4119-8fde-270bc6d798a1;2
BBG007FL7ZD2;FLOW;SPBXM;US78469X1072;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;SPX FLOW Inc;SPB;1970-01-01 00:00:00+00:00;42533833;US;Соединенные Штаты Америки;industrials;300000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};1;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;039052e8-dfcf-43ae-97cd-3b285d9240ff;2
BBG000C2ZCH8;SRE;SPBXM;US8168511090;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};False;Sempra Energy;SPB;1970-01-01 00:00:00+00:00;247580092;US;Соединенные Штаты Америки;utilities;0;{'currency': 'usd', 'units': 0, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;8e70462e-f669-493f-9a96-84f0b9a52641;2
BBG000BQGLS5;OGE;SPBXM;US6708371033;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;OGE Energy Corp.;SPB;1970-01-01 00:00:00+00:00;200020017;US;Соединенные Штаты Америки;energy;450000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;bcb9a977-715b-41f2-acd0-8543825df9c6;2
BBG000BV59Y6;TFX;SPBXM;US8793691069;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Teleflex Inc;SPB;1970-01-01 00:00:00+00:00;46154088;US;Соединенные Штаты Америки;health_care;0;{'currency': 'usd', 'units': 1, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;4dd2b835-fc57-446d-a3d3-ffc8e9400d47;2
BBG0078W3NQ3;HPE;SPBXM;US42824C1099;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 559100000};{'units': 0, 'nano': 784900000};{'units': 0, 'nano': 336000000};{'units': 0, 'nano': 336000000};True;Hewlett Packard Enterprise;SPB;1970-01-01 00:00:00+00:00;1308050014;US;Соединенные Штаты Америки;it;0;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;47dc97ff-5e1d-451e-bdbc-9e2fc1660a77;2
BBG000BCQM58;WPC;SPBXM;US92936U1097;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;WP Carey REIT;SPB;1970-01-01 00:00:00+00:00;106280575;US;Соединенные Штаты Америки;real_estate;450000000;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;True;8;{'units': 0, 'nano': 10000000};True;4dea0a7b-2ba0-4929-b5cc-9e22df091ec5;2
BBG000BLNNH6;IBM;SPBXM;US4592001014;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};False;IBM;SPB;1915-11-11 00:00:00+00:00;896320073;US;Соединенные Штаты Америки;it;4687500000;{'currency': 'usd', 'units': 0, 'nano': 200000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;ca370ca5-e42b-44e4-a0a5-daf5e51d02a7;2
BBG000BGPQW1;CVGW;SPBXM;US1282461052;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Calavo Growers Inc;SPB;1970-01-01 00:00:00+00:00;17543428;US;Соединенные Штаты Америки;consumer;100000000;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;d56b4115-b8de-460e-99cb-bbb8b91daa40;2
BBG000C136Z8;NTCT;SPBXM;US64115T1043;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;NetScout Systems Inc;SPB;1999-08-11 00:00:00+00:00;74838047;US;Соединенные Штаты Америки;it;300000000;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;a406e86c-d50b-45d6-ac6c-39256044515b;2
BBG000BP1152;CIEN;SPBXM;US1717793095;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Ciena Corp;SPB;1970-01-01 00:00:00+00:00;134754004;US;Соединенные Штаты Америки;it;290000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;cd44b94d-d9c1-48bf-bf9b-6197feac8f85;2
BBG000Q5ZRM7;DLR;SPBXM;US2538681030;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};False;Digital Realty REIT;SPB;2004-10-29 00:00:00+00:00;159774915;US;Соединенные Штаты Америки;real_estate;265000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;8;{'units': 0, 'nano': 10000000};True;d9e868c6-8fb8-4144-bef6-8ca49fbe4c8e;2
BBG00DYPZ4T0;BHF;SPBXM;US10922N1037;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Brighthouse Financial;SPB;1970-01-01 00:00:00+00:00;96776670;US;Соединенные Штаты Америки;financial;1000000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;cd9afa92-c198-46dd-8105-ab1c439a4807;2
BBG000BM0QL7;SWBI;SPBXM;US8317541063;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Smith & Wesson Brands;SPB;1970-01-01 00:00:00+00:00;1000000;US;Соединенные Штаты Америки;industrials;0;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;2487445c-40ee-4a80-a0d7-b83841734465;2
BBG000C3KB84;GBCI;SPBXM;US37637Q1058;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Glacier Ban;SPB;1970-01-01 00:00:00+00:00;92187453;US;Соединенные Штаты Америки;financial;117187500;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;fc996bf6-27ab-4e40-9c01-da2a6149b39b;2
BBG004S687G6;MSRS;TQBR;RU000A0ET7Y7;1000;rub;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;МОЭСК;MOEX;2005-05-31 00:00:00+00:00;48707091574;RU;Российская Федерация;utilities;28249359700;{'currency': 'rub', 'units': 0, 'nano': 500000000};5;False;True;True;True;1;{'units': 0, 'nano': 500000};True;019029c2-6634-4536-a980-389575e09b74;1
BBG00LN4B5N0;NVST;SPBXM;US29415F1049;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Envista Holdings;SPB;1970-01-01 00:00:00+00:00;154636000;US;Соединенные Штаты Америки;health_care;500000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;ed6e882e-78f0-42b1-afca-bc0c0aa8844b;2
BBG009NRSWJ4;Z;SPBXM;US98954M2008;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 532600000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 238000000};True;Zillow Group Inc;SPB;1970-01-01 00:00:00+00:00;140633463;US;Соединенные Штаты Америки;telecom;600000000;{'currency': 'usd', 'units': 0, 'nano': 100000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;2d89342a-7a43-4477-847d-0f79c2d4c305;2
BBG000BSZ738;SIGI;SPBXM;US8163001071;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Selective Insurance Group;SPB;1970-01-01 00:00:00+00:00;59670192;US;Соединенные Штаты Америки;financial;360000000;{'currency': 'usd', 'units': 2, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;f2ac54e4-f364-4130-ac1d-5bb980bc2734;2
BBG000PXGT62;TPX;SPBXM;US88023U1016;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Tempur Sealy International Inc;SPB;2003-12-18 00:00:00+00:00;54731458;US;Соединенные Штаты Америки;consumer;300000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;f8a1293a-86e5-49bc-8fad-8e7ba483ad53;2
BBG000BVXPZ8;NYCB;SPBXM;US6494451031;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;New York Community Bancorp;SPB;1970-01-01 00:00:00+00:00;490393912;US;Соединенные Штаты Америки;financial;900000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;bbdd864a-811f-4d80-ab0c-e7a498e6a960;2
BBG005D1WCQ1;QIWI;TQBR;US74735M1080;1;rub;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 663600000};{'units': 1, 'nano': 16400000};{'units': 0, 'nano': 420000000};{'units': 0, 'nano': 420000000};False;QIWI;MOEX;2013-05-03 00:00:00+00:00;52299453;RU;Российская Федерация;it;0;{'currency': 'usd', 'units': 1, 'nano': 0};5;False;True;True;True;3;{'units': 0, 'nano': 500000000};True;120a928b-b2d6-45d7-a445-f6e49614ae6d;1
BBG000BD53V2;WWD;SPBXM;US9807451037;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Woodward Inc;SPB;1970-01-01 00:00:00+00:00;61272503;US;Соединенные Штаты Америки;industrials;150000000;{'currency': 'usd', 'units': 0, 'nano': 1455000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;6596db8c-816c-4699-a2e1-a7f2eaa2a7e4;2
BBG000FWGSZ5;IRKT;TQBR;RU0006752979;100;rub;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Корпорация ИРКУТ;MOEX;2002-08-15 00:00:00+00:00;2085163865;RU;Российская Федерация;industrials;791051875;{'currency': 'rub', 'units': 3, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 20000000};True;cfb50a23-2465-497e-bc7e-e4f0e042cf3d;1
BBG00H19F184;DMTK;SPBXM;US24984K1051;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;DermTech;SPB;1970-01-01 00:00:00+00:00;28755668;US;Соединенные Штаты Америки;health_care;50000000;{'currency': 'usd', 'units': 0, 'nano': 100000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;ef564947-cf66-42cf-aa73-45b2d817952d;2
BBG000C1BCK2;NEOG;SPBXM;US6404911066;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Neogen Corp;SPB;1970-01-01 00:00:00+00:00;52081876;US;Соединенные Штаты Америки;health_care;60000000;{'currency': 'usd', 'units': 0, 'nano': 160000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;20b3b78f-c8b9-46a8-b2a2-216b9b452375;2
BBG000N16BP3;ISKJ;TQBR;RU000A0JNAB6;10;rub;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 368800000};{'units': 1, 'nano': 132500000};{'units': 0, 'nano': 205500000};{'units': 0, 'nano': 460300000};False;ИСКЧ;MOEX;2004-01-12 00:00:00+00:00;85000000;RU;Российская Федерация;health_care;60000000;{'currency': 'rub', 'units': 0, 'nano': 100000000};5;False;True;True;True;1;{'units': 0, 'nano': 20000000};True;6c97b684-ae84-435c-96fd-e20dc9197999;1
BBG000LNL298;NUVA;SPBXM;US6707041058;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;NuVasive Inc;SPB;2004-05-13 00:00:00+00:00;51885880;US;Соединенные Штаты Америки;health_care;120000000;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;8e53d5f4-7506-473b-b7fb-27572d972cea;2
